Latitude (decimal degrees):	12.307
Longitude (decimal degrees):	76.650
Elevation (m):	756
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230915:1630,0.0,0.0,0.0,0.0,0.0,22.27,3.38,0.0
20230915:1730,0.0,0.0,0.0,0.0,0.0,22.09,3.24,0.0
20230915:1830,0.0,0.0,0.0,0.0,0.0,22.04,3.17,0.0
20230915:1930,0.0,0.0,0.0,0.0,0.0,22.09,2.62,0.0
20230915:2030,0.0,0.0,0.0,0.0,0.0,22.1,2.28,0.0
20230915:2130,0.0,0.0,0.0,0.0,0.0,21.99,2.9,0.0
20230915:2230,0.0,0.0,0.0,0.0,0.0,21.88,2.9,0.0
20230915:2330,0.0,0.0,0.0,0.0,0.0,21.71,3.03,0.0
20230916:0030,0.0,0.0,0.0,0.0,-3.75,21.68,3.03,0.0
20230916:0130,16.74,2.05,32.75,0.0,10.9,21.69,3.03,0.0
20230916:0230,95.46,5.85,128.55,0.0,25.55,21.92,3.1,0.0
20230916:0330,167.14,37.05,183.1,0.0,40.15,22.76,4.41,0.0
20230916:0430,263.5,113.6,221.6,0.0,54.59,23.51,4.48,0.0
20230916:0530,181.4,56.85,180.85,0.0,68.5,24.46,4.76,0.0
20230916:0630,283.25,183.7,174.5,0.0,79.46,24.59,4.34,0.0
20230916:0730,234.52,113.1,187.9,0.0,75.82,25.18,5.1,0.0
20230916:0830,162.18,14.65,202.0,0.0,62.94,25.04,4.9,0.0
20230916:0930,105.54,15.05,132.3,0.0,48.73,24.62,4.69,0.0
20230916:1030,99.24,7.65,132.15,0.0,34.2,24.03,4.21,0.0
20230916:1130,36.48,10.35,51.8,0.0,19.57,23.88,4.0,0.0
20230916:1230,6.08,1.3,17.55,0.0,4.91,23.31,3.66,0.0
20230916:1330,0.0,0.0,0.0,0.0,0.0,22.72,3.31,0.0
20230916:1430,0.0,0.0,0.0,0.0,0.0,21.91,2.97,0.0
20230916:1530,0.0,0.0,0.0,0.0,0.0,21.48,2.9,0.0
20230916:1630,0.0,0.0,0.0,0.0,0.0,21.16,2.69,0.0
20230916:1730,0.0,0.0,0.0,0.0,0.0,20.85,2.48,0.0
20230916:1830,0.0,0.0,0.0,0.0,0.0,20.77,2.48,0.0
20230916:1930,0.0,0.0,0.0,0.0,0.0,20.94,2.28,0.0
20230916:2030,0.0,0.0,0.0,0.0,0.0,20.75,2.28,0.0
20230916:2130,0.0,0.0,0.0,0.0,0.0,20.63,2.21,0.0
20230916:2230,0.0,0.0,0.0,0.0,0.0,20.67,2.07,0.0
20230916:2330,0.0,0.0,0.0,0.0,0.0,20.68,2.0,0.0
20230917:0030,0.0,0.0,0.0,0.0,-3.74,20.68,2.0,0.0
20230917:0130,51.05,33.75,54.3,0.0,10.91,20.62,2.07,0.0
20230917:0230,200.17,151.15,112.65,0.0,25.56,21.61,2.9,0.0
20230917:0330,299.5,197.8,180.95,0.0,40.15,23.07,3.86,0.0
20230917:0430,444.59,287.15,275.05,0.0,54.56,24.62,4.34,0.0
20230917:0530,410.51,216.4,306.85,0.0,68.41,26.14,4.48,0.0
20230917:0630,481.0,416.45,192.0,0.0,79.15,26.51,4.76,0.0
20230917:0730,539.28,483.8,205.55,0.0,75.49,26.86,4.21,0.0
20230917:0830,403.67,230.85,288.3,0.0,62.71,27.73,4.07,0.0
20230917:0930,352.95,267.7,179.5,0.0,48.53,25.91,4.41,0.0
20230917:1030,89.87,55.2,72.9,0.0,34.02,25.23,4.48,0.0
20230917:1130,75.5,22.05,90.7,0.0,19.39,24.45,3.31,0.0
20230917:1230,5.75,4.75,15.56,0.0,4.74,24.17,3.45,0.0
20230917:1330,0.0,0.0,0.0,0.0,0.0,23.33,3.31,0.0
20230917:1430,0.0,0.0,0.0,0.0,0.0,22.69,3.1,0.0
20230917:1530,0.0,0.0,0.0,0.0,0.0,22.25,2.97,0.0
20230917:1630,0.0,0.0,0.0,0.0,0.0,22.05,2.76,0.0
20230917:1730,0.0,0.0,0.0,0.0,0.0,21.93,2.48,0.0
20230917:1830,0.0,0.0,0.0,0.0,0.0,21.7,2.34,0.0
20230917:1930,0.0,0.0,0.0,0.0,0.0,21.33,2.14,0.0
20230917:2030,0.0,0.0,0.0,0.0,0.0,21.13,2.21,0.0
20230917:2130,0.0,0.0,0.0,0.0,0.0,20.85,2.07,0.0
20230917:2230,0.0,0.0,0.0,0.0,0.0,20.64,2.0,0.0
20230917:2330,0.0,0.0,0.0,0.0,0.0,20.47,2.0,0.0
20230918:0030,0.0,0.0,0.0,0.0,-3.73,20.27,2.14,0.0
20230918:0130,62.21,47.7,57.75,0.0,10.92,20.25,2.14,0.0
20230918:0230,234.94,166.2,139.55,0.0,25.56,21.11,3.03,0.0
20230918:0330,446.96,430.35,134.4,0.0,40.14,22.87,2.9,0.0
20230918:0430,412.9,302.45,219.6,0.0,54.53,25.14,4.07,0.0
20230918:0530,497.14,271.0,369.65,0.0,68.3,26.34,3.79,0.0
20230918:0630,608.34,596.6,192.5,0.0,78.83,27.42,3.66,0.0
20230918:0730,578.95,522.55,227.2,0.0,75.15,28.35,4.21,0.0
20230918:0830,379.99,301.4,179.8,0.0,62.47,26.42,4.21,0.0
20230918:0930,364.61,254.05,211.0,0.0,48.33,27.13,4.69,0.0
20230918:1030,200.47,103.5,160.45,0.0,33.84,26.24,4.55,0.0
20230918:1130,75.81,19.05,94.25,0.0,19.22,25.41,4.14,0.0
20230918:1230,12.06,11.65,22.88,0.0,4.57,25.01,3.59,0.0
20230918:1330,0.0,0.0,0.0,0.0,0.0,24.22,2.9,0.0
20230918:1430,0.0,0.0,0.0,0.0,0.0,23.69,3.03,0.0
20230918:1530,0.0,0.0,0.0,0.0,0.0,23.05,3.03,0.0
20230918:1630,0.0,0.0,0.0,0.0,0.0,22.65,2.83,0.0
20230918:1730,0.0,0.0,0.0,0.0,0.0,22.22,2.76,0.0
20230918:1830,0.0,0.0,0.0,0.0,0.0,22.0,2.83,0.0
20230918:1930,0.0,0.0,0.0,0.0,0.0,22.31,2.83,0.0
20230918:2030,0.0,0.0,0.0,0.0,0.0,22.21,2.69,0.0
20230918:2130,0.0,0.0,0.0,0.0,0.0,22.13,2.34,0.0
20230918:2230,0.0,0.0,0.0,0.0,0.0,22.01,2.34,0.0
20230918:2330,0.0,0.0,0.0,0.0,0.0,21.81,2.41,0.0
20230919:0030,0.0,0.0,0.0,0.0,-3.72,21.78,2.14,0.0
20230919:0130,35.54,13.55,49.7,0.0,10.93,21.71,2.07,0.0
20230919:0230,194.47,128.95,128.4,0.0,25.57,21.99,2.34,0.0
20230919:0330,346.6,219.35,219.9,0.0,40.13,23.2,3.24,0.0
20230919:0430,471.23,348.0,252.35,0.0,54.49,24.87,3.31,0.0
20230919:0530,537.97,430.25,262.8,0.0,68.19,26.33,3.38,0.0
20230919:0630,585.5,440.7,322.9,0.0,78.5,27.12,3.38,0.0
20230919:0730,513.47,424.1,237.75,0.0,74.81,28.39,4.14,0.0
20230919:0830,574.92,580.0,163.45,0.0,62.23,28.42,4.07,0.0
20230919:0930,345.88,260.15,185.3,0.0,48.13,28.76,4.07,0.0
20230919:1030,228.94,152.9,148.15,0.0,33.66,27.48,3.59,0.0
20230919:1130,127.89,114.0,72.65,0.0,19.05,26.87,3.24,0.0
20230919:1230,6.09,12.2,13.37,0.0,4.4,26.43,3.45,0.0
20230919:1330,0.0,0.0,0.0,0.0,0.0,25.4,3.38,0.0
20230919:1430,0.0,0.0,0.0,0.0,0.0,24.39,3.52,0.0
20230919:1530,0.0,0.0,0.0,0.0,0.0,23.51,3.1,0.0
20230919:1630,0.0,0.0,0.0,0.0,0.0,22.86,2.76,0.0
20230919:1730,0.0,0.0,0.0,0.0,0.0,22.36,2.69,0.0
20230919:1830,0.0,0.0,0.0,0.0,0.0,21.78,2.48,0.0
20230919:1930,0.0,0.0,0.0,0.0,0.0,21.45,2.14,0.0
20230919:2030,0.0,0.0,0.0,0.0,0.0,21.05,2.21,0.0
20230919:2130,0.0,0.0,0.0,0.0,0.0,20.8,2.21,0.0
20230919:2230,0.0,0.0,0.0,0.0,0.0,20.7,2.14,0.0
20230919:2330,0.0,0.0,0.0,0.0,0.0,20.44,2.07,0.0
20230920:0030,0.0,0.0,0.0,0.0,-3.72,20.21,2.0,0.0
20230920:0130,64.79,45.7,62.35,0.0,10.94,20.08,1.86,0.0
20230920:0230,259.47,235.0,104.05,0.0,25.57,21.23,1.93,0.0
20230920:0330,444.77,424.75,141.75,0.0,40.12,23.36,2.28,0.0
20230920:0430,540.84,431.35,264.85,0.0,54.45,25.41,3.17,0.0
20230920:0530,565.93,430.3,305.95,0.0,68.07,27.04,3.31,0.0
20230920:0630,575.31,442.45,314.2,0.0,78.17,28.05,2.9,0.0
20230920:0730,532.29,423.35,273.65,0.0,74.47,28.6,2.9,0.0
20230920:0830,573.44,549.95,208.35,0.0,61.99,28.91,2.41,0.0
20230920:0930,416.57,306.5,242.4,0.0,47.93,29.42,1.86,0.0
20230920:1030,250.64,177.3,152.05,0.0,33.47,27.57,2.76,0.0
20230920:1130,62.59,42.05,56.75,0.0,18.87,25.35,3.52,0.0
20230920:1230,9.94,3.7,23.01,0.0,4.22,24.53,3.1,0.0
20230920:1330,0.0,0.0,0.0,0.0,0.0,23.75,3.03,0.0
20230920:1430,0.0,0.0,0.0,0.0,0.0,23.17,2.83,0.0
20230920:1530,0.0,0.0,0.0,0.0,0.0,22.82,2.69,0.0
20230920:1630,0.0,0.0,0.0,0.0,0.0,22.43,2.41,0.0
20230920:1730,0.0,0.0,0.0,0.0,0.0,22.03,2.21,0.0
20230920:1830,0.0,0.0,0.0,0.0,0.0,21.77,2.28,0.0
20230920:1930,0.0,0.0,0.0,0.0,0.0,21.73,1.86,0.0
20230920:2030,0.0,0.0,0.0,0.0,0.0,21.47,1.72,0.0
20230920:2130,0.0,0.0,0.0,0.0,0.0,21.22,1.72,0.0
20230920:2230,0.0,0.0,0.0,0.0,0.0,21.11,1.52,0.0
20230920:2330,0.0,0.0,0.0,0.0,0.0,20.97,1.45,0.0
20230921:0030,0.0,0.0,0.0,0.0,-3.71,20.75,1.59,0.0
20230921:0130,54.01,28.05,62.25,0.0,10.94,20.67,1.52,0.0
20230921:0230,186.57,74.25,173.0,0.0,25.57,21.81,1.52,0.0
20230921:0330,389.32,277.75,220.65,0.0,40.11,23.41,1.86,0.0
20230921:0430,486.43,335.8,293.9,0.0,54.4,25.32,2.21,0.0
20230921:0530,642.72,589.85,262.2,0.0,67.94,26.91,2.41,0.0
20230921:0630,508.4,310.8,359.2,0.0,77.83,28.33,2.41,0.0
20230921:0730,477.24,243.2,386.8,0.0,74.12,28.65,2.34,0.0
20230921:0830,428.44,190.6,374.7,0.0,61.74,28.99,2.28,0.0
20230921:0930,329.39,154.35,278.95,0.0,47.73,29.16,2.21,0.0
20230921:1030,214.43,91.1,196.05,0.0,33.29,28.71,2.14,0.0
20230921:1130,54.07,13.05,73.15,0.0,18.7,26.9,3.1,0.0
20230921:1230,3.3,5.45,11.18,0.0,4.05,24.95,2.34,0.0
20230921:1330,0.0,0.0,0.0,0.0,0.0,24.26,2.62,0.0
20230921:1430,0.0,0.0,0.0,0.0,0.0,23.78,2.69,0.0
20230921:1530,0.0,0.0,0.0,0.0,0.0,23.31,2.76,0.0
20230921:1630,0.0,0.0,0.0,0.0,0.0,22.89,2.55,0.0
20230921:1730,0.0,0.0,0.0,0.0,0.0,22.56,2.21,0.0
20230921:1830,0.0,0.0,0.0,0.0,0.0,22.3,1.93,0.0
20230921:1930,0.0,0.0,0.0,0.0,0.0,22.09,1.93,0.0
20230921:2030,0.0,0.0,0.0,0.0,0.0,21.69,1.72,0.0
20230921:2130,0.0,0.0,0.0,0.0,0.0,21.43,1.66,0.0
20230921:2230,0.0,0.0,0.0,0.0,0.0,21.19,1.59,0.0
20230921:2330,0.0,0.0,0.0,0.0,0.0,21.2,1.72,0.0
20230922:0030,0.0,0.0,0.0,0.0,-3.7,21.22,1.79,0.0
20230922:0130,37.92,22.85,45.8,0.0,10.95,21.14,1.45,0.0
20230922:0230,193.68,114.3,142.25,0.0,25.57,21.59,1.45,0.0
20230922:0330,339.6,254.4,179.35,0.0,40.09,22.85,1.45,0.0
20230922:0430,519.86,419.6,259.4,0.0,54.35,24.71,1.38,0.0
20230922:0530,604.33,559.55,248.1,0.0,67.81,26.7,1.38,0.0
20230922:0630,608.62,602.2,217.0,0.0,77.49,28.17,1.38,0.0
20230922:0730,575.18,588.6,179.85,0.0,73.77,28.78,1.52,0.0
20230922:0830,544.79,519.6,209.0,0.0,61.49,29.27,1.45,0.0
20230922:0930,387.2,333.85,176.2,0.0,47.52,29.59,1.38,0.0
20230922:1030,288.34,274.65,109.15,0.0,33.1,29.41,1.17,0.0
20230922:1130,80.29,60.6,64.25,0.0,18.52,28.82,1.86,0.0
20230922:1230,2.23,2.95,10.07,0.0,3.88,25.52,3.31,0.0
20230922:1330,0.0,0.0,0.0,0.0,0.0,23.91,3.1,0.0
20230922:1430,0.0,0.0,0.0,0.0,0.0,23.07,2.97,0.0
20230922:1530,0.0,0.0,0.0,0.0,0.0,22.67,3.03,0.0
20230922:1630,0.0,0.0,0.0,0.0,0.0,22.34,2.69,0.0
20230922:1730,0.0,0.0,0.0,0.0,0.0,22.08,2.62,0.0
20230922:1830,0.0,0.0,0.0,0.0,0.0,21.96,2.41,0.0
20230922:1930,0.0,0.0,0.0,0.0,0.0,22.06,1.31,0.0
20230922:2030,0.0,0.0,0.0,0.0,0.0,21.85,1.03,0.0
20230922:2130,0.0,0.0,0.0,0.0,0.0,21.81,1.24,0.0
20230922:2230,0.0,0.0,0.0,0.0,0.0,21.69,1.52,0.0
20230922:2330,0.0,0.0,0.0,0.0,0.0,21.62,1.66,0.0
20230923:0030,0.0,0.0,0.0,0.0,-3.7,21.54,1.52,0.0
20230923:0130,58.62,35.45,62.7,0.0,10.95,21.11,1.45,0.0
20230923:0230,204.66,134.3,135.5,0.0,25.57,21.83,2.28,0.0
20230923:0330,329.78,190.75,230.95,0.0,40.07,23.26,2.07,0.0
20230923:0430,463.54,353.0,241.9,0.0,54.3,25.04,2.41,0.0
20230923:0530,562.19,478.0,253.25,0.0,67.67,26.56,2.76,0.0
20230923:0630,586.0,575.5,190.35,0.0,77.15,27.73,2.83,0.0
20230923:0730,604.68,631.8,156.75,0.0,73.42,28.55,3.52,0.0
20230923:0830,545.1,527.1,182.7,0.0,61.24,28.86,3.31,0.0
20230923:0930,457.54,444.5,147.65,0.0,47.31,29.16,3.45,0.0
20230923:1030,291.59,239.6,139.8,0.0,32.92,27.7,4.0,0.0
20230923:1130,129.59,105.0,83.9,0.0,18.34,26.95,3.93,0.0
20230923:1230,6.55,9.4,15.76,0.0,3.7,26.12,3.1,0.0
20230923:1330,0.0,0.0,0.0,0.0,0.0,25.46,2.97,0.0
20230923:1430,0.0,0.0,0.0,0.0,0.0,24.77,3.1,0.0
20230923:1530,0.0,0.0,0.0,0.0,0.0,24.01,3.03,0.0
20230923:1630,0.0,0.0,0.0,0.0,0.0,23.41,2.83,0.0
20230923:1730,0.0,0.0,0.0,0.0,0.0,22.83,2.62,0.0
20230923:1830,0.0,0.0,0.0,0.0,0.0,22.5,2.55,0.0
20230923:1930,0.0,0.0,0.0,0.0,0.0,22.3,2.48,0.0
20230923:2030,0.0,0.0,0.0,0.0,0.0,22.2,2.34,0.0
20230923:2130,0.0,0.0,0.0,0.0,0.0,22.06,2.21,0.0
20230923:2230,0.0,0.0,0.0,0.0,0.0,21.81,2.21,0.0
20230923:2330,0.0,0.0,0.0,0.0,0.0,21.71,2.41,0.0
20230924:0030,0.0,0.0,0.0,0.0,-3.69,21.75,2.55,0.0
20230924:0130,39.59,11.95,56.1,0.0,10.96,21.7,2.14,0.0
20230924:0230,154.57,60.5,146.6,0.0,25.56,22.23,3.45,0.0
20230924:0330,315.73,146.7,255.35,0.0,40.05,23.46,3.52,0.0
20230924:0430,335.57,104.4,326.9,0.0,54.24,25.19,3.38,0.0
20230924:0530,397.4,119.9,393.8,0.0,67.52,26.33,3.45,0.0
20230924:0630,431.55,219.3,337.8,0.0,76.8,27.19,3.52,0.0
20230924:0730,492.28,295.95,339.65,0.0,73.07,27.76,4.21,0.0
20230924:0830,557.01,464.3,258.65,0.0,60.98,28.45,4.07,0.0
20230924:0930,414.87,378.2,154.0,0.0,47.1,28.83,4.34,0.0
20230924:1030,275.62,223.85,136.35,0.0,32.73,28.58,4.55,0.0
20230924:1130,119.01,102.1,74.4,0.0,18.17,28.09,4.62,0.0
20230924:1230,8.32,9.65,18.8,0.0,3.53,27.06,4.07,0.0
20230924:1330,0.0,0.0,0.0,0.0,0.0,25.78,3.52,0.0
20230924:1430,0.0,0.0,0.0,0.0,0.0,24.92,3.38,0.0
20230924:1530,0.0,0.0,0.0,0.0,0.0,23.97,3.17,0.0
20230924:1630,0.0,0.0,0.0,0.0,0.0,23.25,2.62,0.0
20230924:1730,0.0,0.0,0.0,0.0,0.0,22.67,2.41,0.0
20230924:1830,0.0,0.0,0.0,0.0,0.0,22.27,2.41,0.0
20230924:1930,0.0,0.0,0.0,0.0,0.0,22.4,3.03,0.0
20230924:2030,0.0,0.0,0.0,0.0,0.0,22.21,2.97,0.0
20230924:2130,0.0,0.0,0.0,0.0,0.0,22.2,2.55,0.0
20230924:2230,0.0,0.0,0.0,0.0,0.0,22.04,2.34,0.0
20230924:2330,0.0,0.0,0.0,0.0,0.0,21.78,2.14,0.0
20230925:0030,0.0,0.0,0.0,0.0,-3.69,21.67,2.0,0.0
20230925:0130,59.77,53.85,50.6,0.0,10.96,21.49,1.93,0.0
20230925:0230,215.23,166.15,117.45,0.0,25.56,22.29,2.62,0.0
20230925:0330,330.09,203.6,216.95,0.0,40.02,23.82,2.97,0.0
20230925:0430,435.49,300.1,257.3,0.0,54.17,25.42,2.9,0.0
20230925:0530,524.62,377.6,303.5,0.0,67.37,26.71,2.9,0.0
20230925:0630,617.0,566.5,240.85,0.0,76.45,27.65,3.31,0.0
20230925:0730,524.47,499.4,180.3,0.0,72.72,28.97,3.52,0.0
20230925:0830,532.18,514.3,178.6,0.0,60.72,29.39,3.45,0.0
20230925:0930,448.25,433.85,147.1,0.0,46.89,29.81,3.66,0.0
20230925:1030,302.91,268.85,129.0,0.0,32.54,29.56,3.72,0.0
20230925:1130,77.11,50.2,69.55,0.0,17.99,28.38,3.86,0.0
20230925:1230,5.28,8.1,14.33,0.0,3.36,27.52,3.1,0.0
20230925:1330,0.0,0.0,0.0,0.0,0.0,26.46,3.03,0.0
20230925:1430,0.0,0.0,0.0,0.0,0.0,25.44,3.31,0.0
20230925:1530,0.0,0.0,0.0,0.0,0.0,24.36,3.1,0.0
20230925:1630,0.0,0.0,0.0,0.0,0.0,23.65,2.83,0.0
20230925:1730,0.0,0.0,0.0,0.0,0.0,22.89,2.48,0.0
20230925:1830,0.0,0.0,0.0,0.0,0.0,22.41,2.14,0.0
20230925:1930,0.0,0.0,0.0,0.0,0.0,22.17,2.55,0.0
20230925:2030,0.0,0.0,0.0,0.0,0.0,21.88,2.48,0.0
20230925:2130,0.0,0.0,0.0,0.0,0.0,21.72,2.34,0.0
20230925:2230,0.0,0.0,0.0,0.0,0.0,21.61,2.14,0.0
20230925:2330,0.0,0.0,0.0,0.0,0.0,21.37,1.93,0.0
20230926:0030,0.0,0.0,0.0,0.0,-3.68,21.37,2.0,0.0
20230926:0130,45.98,20.4,57.95,0.0,10.96,21.41,2.21,0.0
20230926:0230,213.67,150.95,129.7,0.0,25.55,21.91,2.9,0.0
20230926:0330,375.98,276.2,199.95,0.0,40.0,23.48,3.24,0.0
20230926:0430,549.63,495.2,210.9,0.0,54.1,25.4,3.17,0.0
20230926:0530,591.88,572.5,194.35,0.0,67.21,26.82,3.31,0.0
20230926:0630,537.73,493.1,201.5,0.0,76.09,27.75,3.45,0.0
20230926:0730,491.64,429.7,203.35,0.0,72.36,28.01,3.52,0.0
20230926:0830,524.93,473.9,205.05,0.0,60.46,28.2,3.59,0.0
20230926:0930,413.65,346.05,188.15,0.0,46.68,28.79,3.59,0.0
20230926:1030,124.9,87.05,85.25,0.0,32.35,26.98,4.34,0.0
20230926:1130,97.3,71.35,74.3,0.0,17.82,25.6,3.79,0.0
20230926:1230,5.82,7.45,15.46,0.0,3.19,25.3,4.0,0.0
20230926:1330,0.0,0.0,0.0,0.0,0.0,24.54,3.52,0.0
20230926:1430,0.0,0.0,0.0,0.0,0.0,23.85,3.52,0.0
20230926:1530,0.0,0.0,0.0,0.0,0.0,23.33,3.31,0.0
20230926:1630,0.0,0.0,0.0,0.0,0.0,22.75,3.17,0.0
20230926:1730,0.0,0.0,0.0,0.0,0.0,22.46,3.03,0.0
20230926:1830,0.0,0.0,0.0,0.0,0.0,21.92,2.83,0.0
20230926:1930,0.0,0.0,0.0,0.0,0.0,21.83,2.55,0.0
20230926:2030,0.0,0.0,0.0,0.0,0.0,21.75,2.48,0.0
20230926:2130,0.0,0.0,0.0,0.0,0.0,21.54,2.48,0.0
20230926:2230,0.0,0.0,0.0,0.0,0.0,21.31,2.34,0.0
20230926:2330,0.0,0.0,0.0,0.0,0.0,21.05,2.21,0.0
20230927:0030,0.0,0.0,0.0,0.0,-3.68,21.0,2.34,0.0
20230927:0130,44.22,19.25,56.45,0.0,10.96,21.08,2.34,0.0
20230927:0230,190.06,127.4,123.65,0.0,25.54,21.68,3.03,0.0
20230927:0330,369.87,276.65,189.3,0.0,39.96,23.05,3.72,0.0
20230927:0430,355.41,156.25,296.6,0.0,54.03,25.07,4.14,0.0
20230927:0530,537.67,415.7,270.4,0.0,67.05,26.18,4.55,0.0
20230927:0630,566.27,465.25,261.15,0.0,75.74,27.41,4.9,0.0
20230927:0730,612.79,638.55,149.45,0.0,72.0,28.22,4.97,0.0
20230927:0830,555.75,566.3,147.3,0.0,60.2,28.7,4.83,0.0
20230927:0930,450.43,449.0,127.5,0.0,46.47,28.86,4.76,0.0
20230927:1030,243.06,202.25,117.35,0.0,32.16,28.5,4.41,0.0
20230927:1130,66.03,54.05,52.0,0.0,17.64,27.71,4.34,0.0
20230927:1230,3.46,8.55,11.05,0.0,3.02,26.59,4.28,0.0
20230927:1330,0.0,0.0,0.0,0.0,0.0,25.38,4.21,0.0
20230927:1430,0.0,0.0,0.0,0.0,0.0,24.35,4.14,0.0
20230927:1530,0.0,0.0,0.0,0.0,0.0,23.52,3.93,0.0
20230927:1630,0.0,0.0,0.0,0.0,0.0,22.89,3.59,0.0
20230927:1730,0.0,0.0,0.0,0.0,0.0,22.28,3.17,0.0
20230927:1830,0.0,0.0,0.0,0.0,0.0,21.91,3.03,0.0
20230927:1930,0.0,0.0,0.0,0.0,0.0,21.8,2.76,0.0
20230927:2030,0.0,0.0,0.0,0.0,0.0,21.72,2.69,0.0
20230927:2130,0.0,0.0,0.0,0.0,0.0,21.42,2.69,0.0
20230927:2230,0.0,0.0,0.0,0.0,0.0,21.32,2.69,0.0
20230927:2330,0.0,0.0,0.0,0.0,0.0,21.16,2.76,0.0
20230928:0030,0.0,0.0,0.0,0.0,-3.68,21.21,2.97,0.0
20230928:0130,55.44,31.65,61.45,0.0,10.96,21.34,3.17,0.0
20230928:0230,218.45,170.55,115.3,0.0,25.52,22.09,4.41,0.0
20230928:0330,314.58,234.8,161.15,0.0,39.93,23.48,4.83,0.0
20230928:0430,391.99,198.8,297.3,0.0,53.95,24.9,4.97,0.0
20230928:0530,310.59,69.55,329.95,0.0,66.87,26.3,5.38,0.0
20230928:0630,433.19,333.75,213.7,0.0,75.38,26.67,5.17,0.0
20230928:0730,261.25,136.55,200.55,0.0,71.65,27.43,4.69,0.0
20230928:0830,308.62,141.15,255.05,0.0,59.94,26.54,4.21,0.0
20230928:0930,188.9,81.05,167.1,0.0,46.25,26.13,5.03,0.0
20230928:1030,136.46,33.7,151.75,0.0,31.97,24.88,4.69,0.0
20230928:1130,63.57,21.1,77.3,0.0,17.47,24.78,4.69,0.0
20230928:1230,4.45,1.5,14.91,0.0,2.85,24.25,4.14,0.0
20230928:1330,0.0,0.0,0.0,0.0,0.0,23.43,3.79,0.0
20230928:1430,0.0,0.0,0.0,0.0,0.0,22.92,3.52,0.0
20230928:1530,0.0,0.0,0.0,0.0,0.0,22.57,3.52,0.0
20230928:1630,0.0,0.0,0.0,0.0,0.0,22.22,3.38,0.0
20230928:1730,0.0,0.0,0.0,0.0,0.0,21.9,3.31,0.0
20230928:1830,0.0,0.0,0.0,0.0,0.0,21.98,3.59,0.0
20230928:1930,0.0,0.0,0.0,0.0,0.0,21.88,3.1,0.0
20230928:2030,0.0,0.0,0.0,0.0,0.0,21.83,3.1,0.0
20230928:2130,0.0,0.0,0.0,0.0,0.0,21.74,3.03,0.0
20230928:2230,0.0,0.0,0.0,0.0,0.0,21.82,3.1,0.0
20230928:2330,0.0,0.0,0.0,0.0,0.0,21.84,3.31,0.0
20230929:0030,0.0,0.0,0.0,0.0,-3.68,21.95,3.52,0.0
20230929:0130,39.97,19.65,50.9,0.0,10.95,21.89,3.45,0.0
20230929:0230,165.73,93.25,127.65,0.0,25.51,22.39,4.55,0.0
20230929:0330,305.37,222.85,161.3,0.0,39.89,23.54,5.45,0.0
20230929:0430,475.97,406.1,187.6,0.0,53.87,24.74,6.21,0.0
20230929:0530,517.56,403.1,248.4,0.0,66.7,25.8,6.14,0.0
20230929:0630,371.79,230.5,239.25,0.0,75.02,26.36,5.86,0.0
20230929:0730,208.1,71.3,198.95,0.0,71.29,24.7,4.34,0.0
20230929:0830,255.4,146.3,176.45,0.0,59.67,23.18,4.9,0.0
20230929:0930,153.78,47.15,156.7,0.0,46.04,23.45,4.97,0.0
20230929:1030,181.3,108.05,129.5,0.0,31.79,23.07,4.34,0.0
20230929:1130,65.23,25.35,75.1,0.0,17.29,23.31,4.0,0.0
20230929:1230,3.38,6.3,11.58,0.0,2.69,22.73,4.48,0.0
20230929:1330,0.0,0.0,0.0,0.0,0.0,21.89,4.28,0.0
20230929:1430,0.0,0.0,0.0,0.0,0.0,21.5,4.21,0.0
20230929:1530,0.0,0.0,0.0,0.0,0.0,21.28,3.93,0.0
20230929:1630,0.0,0.0,0.0,0.0,0.0,21.27,3.86,0.0
20230929:1730,0.0,0.0,0.0,0.0,0.0,21.31,3.66,0.0
20230929:1830,0.0,0.0,0.0,0.0,0.0,21.24,3.66,0.0
20230929:1930,0.0,0.0,0.0,0.0,0.0,21.53,3.52,0.0
20230929:2030,0.0,0.0,0.0,0.0,0.0,21.6,3.66,0.0
20230929:2130,0.0,0.0,0.0,0.0,0.0,21.8,3.38,0.0
20230929:2230,0.0,0.0,0.0,0.0,0.0,21.87,3.31,0.0
20230929:2330,0.0,0.0,0.0,0.0,0.0,21.93,3.1,0.0
20230930:0030,0.0,0.0,0.0,0.0,-3.68,22.02,3.31,0.0
20230930:0130,23.25,12.1,34.45,0.0,10.95,22.15,3.59,0.0
20230930:0230,122.95,55.75,113.25,0.0,25.49,22.44,3.31,0.0
20230930:0330,180.12,64.15,171.15,0.0,39.84,23.33,5.24,0.0
20230930:0430,375.66,262.75,206.95,0.0,53.78,23.88,5.17,0.0
20230930:0530,396.63,266.5,230.65,0.0,66.51,25.12,5.93,0.0
20230930:0630,406.32,244.65,267.15,0.0,74.65,25.83,6.14,0.0
20230930:0730,473.98,294.5,304.0,0.0,70.93,26.08,6.28,0.0
20230930:0830,403.45,224.7,286.55,0.0,59.41,26.55,6.14,0.0
20230930:0930,302.27,187.35,197.9,0.0,45.82,26.61,5.93,0.0
